Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
23,7,652.25,0,16.862745,31.372549,78,0.78125,0,32,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,51,-2,70.5,64.599998,13.437,0,0,8420,0,255,0,0,0,0
24,9,652.25,0,16.862745,31.372549,78,0.78125,0,32,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,51,-2,70.5,64.599998,13.437,0,0,8420,0,255,0,0,0,0
25,9,652.25,0,16.862745,31.372549,78,0.78125,0,32,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,51,-2,73.599998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
26,9,652.25,0,16.862745,31.372549,78,0.78125,0,32,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,51,-2,73.599998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
27,10,646.75,0,17.254902,34.117645,78,0,0,33,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,52,0,73.599998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
28,10,646.75,0,17.254902,34.117645,78,0,0,33,50.980392,48.627453,16.078432,31.764706,16.862745,0,100,0,52,0,73.599998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
29,10,646.75,0,17.254902,34.117645,78,0,0,33,50.980392,49.019608,16.078432,31.764706,17.254902,0,100,0,52,0,77.099998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
30,10,646.75,0,17.254902,34.117645,79,0,0,33,50.980392,49.019608,16.078432,31.764706,17.254902,0,100,0,52,0,77.099998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
31,12,710.75,0,18.039215,34.117645,79,0,0,33,50.980392,49.019608,16.078432,31.764706,17.254902,0,100,0,52,-8,77.099998,64.599998,13.828,0,0,8420,0,255,0,0,0,0
32,12,710.75,0,18.039215,34.117645,79,0,0,33,50.980392,49.019608,16.078432,31.764706,17.254902,0,100,0,52,-8,78.900002,64.599998,12.949,0,0,8420,0,255,0,0,0,0
33,12,710.75,0,18.039215,34.117645,79,0,0,33,50.980392,51.372547,16.078432,31.764706,18.82353,0,100,0,52,-8,78.900002,64.599998,12.949,0,0,8420,0,255,0,0,0,0
34,12,710.75,0,18.82353,47.450981,80,-2.34375,0,47,50.980392,51.372547,16.078432,31.764706,18.82353,0,100,0,52,-4,78.900002,64.599998,12.949,0,0,8420,0,255,0,0,0,0
35,14,710.75,0,18.82353,47.450981,80,-2.34375,0,47,50.980392,51.372547,16.078432,31.764706,18.82353,0,100,0,52,-4,78.900002,64.599998,12.949,0,0,8420,0,255,0,0,0,0
36,14,710.75,0,18.82353,47.450981,80,-2.34375,0,47,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,83.699997,64.599998,13.457,0,0,8420,0,255,0,0,0,0
37,14,710.75,0,18.82353,47.450981,80,-2.34375,0,47,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,83.699997,64.599998,13.457,0,0,8420,0,255,0,0,0,0
38,16,729.5,0,19.215687,47.058823,80,-2.34375,2.34375,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,83.699997,64.599998,13.457,0,0,8420,0,255,0,0,0,0
39,16,729.5,0,19.215687,47.058823,80,-2.34375,2.34375,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,83.699997,64.599998,13.457,0,0,8420,0,255,0,0,0,0
40,16,729.5,0,19.215687,47.058823,80,-2.34375,2.34375,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,89.800003,64.699997,13.769,0,0,8420,0,255,0,0,0,0
41,16,729.5,0,19.215687,47.058823,80,-2.34375,3.90625,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-4,89.800003,64.699997,13.769,0,0,8420,0,255,0,0,0,0
42,18,766.25,0,19.215687,47.058823,80,-2.34375,3.90625,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-5,89.800003,64.699997,13.769,0,0,8420,0,255,0,0,0,0
43,18,766.25,0,19.215687,47.058823,80,-2.34375,3.90625,48,50.980392,51.372547,16.078432,31.764706,19.215687,0,100,0,52,-5,96.899994,64.800003,13.671,0,0,8420,0,255,0,0,0,0
44,18,766.25,0,19.215687,47.058823,80,-2.34375,3.90625,48,50.980392,51.764706,16.078432,31.764706,19.215687,0,100,0.392157,52,-5,96.899994,64.800003,13.671,0,0,8420,0,255,0,0,0,0
45,18,788.25,0,19.607843,47.058823,80,-2.34375,0,47,50.980392,51.764706,16.078432,31.764706,19.215687,0,100,0.392157,52,-1,96.899994,64.800003,13.671,0,0,8420,0,255,0,0,0,0
46,19,788.25,0,19.607843,47.058823,80,-2.34375,0,47,51.372547,51.764706,16.078432,31.764706,19.215687,0,100,0.392157,52,-1,96.899994,64.800003,13.671,0,0,8420,0,255,0,0,0,0
47,19,788.25,0,19.607843,47.058823,80,-2.34375,0,47,51.372547,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-1,100.800003,64.800003,13.73,0,0,8420,0,255,0,0,0,0
48,19,788.25,0,19.607843,47.058823,80,-2.34375,0,47,51.372547,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-1,100.800003,64.800003,13.73,0,0,8420,0,255,0,0,0,0
49,19,834.25,0,19.607843,48.627453,80,-2.34375,2.34375,49,51.372547,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,100.800003,64.800003,13.73,0,0,8420,0,255,0,0,0,0
50,21,834.25,0,19.607843,48.627453,80,-2.34375,2.34375,49,50.196079,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,100.800003,64.800003,13.73,0,0,8420,0,255,0,0,0,0
51,21,834.25,0,19.607843,48.627453,80,-2.34375,2.34375,49,50.196079,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,109.199997,65,13.71,0,0,8420,0,255,0,0,0,0
52,21,834.25,0,19.607843,43.137257,81,-1.5625,-0.78125,49,50.196079,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,109.199997,65,13.71,0,0,8420,0,255,0,0,0,0
53,23,889.75,0,19.215687,43.137257,81,-1.5625,-0.78125,44,50.196079,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,109.199997,65,13.71,0,0,8420,0,255,0,0,0,0
54,23,889.75,0,19.215687,43.137257,81,-1.5625,-0.78125,44,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,118.199997,65.099998,13.417,0,0,8420,0,255,0,0,0,0
55,23,889.75,0,19.215687,43.137257,81,-1.5625,-0.78125,44,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,118.199997,65.099998,13.417,0,0,8420,0,255,0,0,0,0
56,23,772.5,0,19.607843,50.980392,81,-2.34375,3.90625,52,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,5,118.199997,65.099998,13.417,0,0,8420,0,255,0,0,0,0
57,25,772.5,0,19.607843,50.980392,81,-2.34375,3.90625,52,48.235294,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,5,118.199997,65.099998,13.417,0,0,8420,0,255,0,0,0,0
58,25,772.5,0,19.607843,50.980392,81,-2.34375,3.90625,52,48.235294,52.156864,16.078432,31.764706,19.607843,0,100,0.784314,52,5,127.5,65.400002,13.73,0,0,8420,0,255,0,0,0,0
59,25,772.5,0,19.607843,50.980392,81,-2.34375,3.90625,52,48.235294,52.156864,16.078432,31.764706,19.607843,0,100,0.784314,52,5,127.5,65.400002,13.73,0,0,8420,0,255,0,1.11111111111111,0,0
60,25,969.5,4,19.607843,44.705883,81,-1.5625,1.5625,42,48.235294,52.156864,16.078432,31.764706,19.607843,0,100,0.784314,52,-8,127.5,65.400002,13.73,0,0,8420,0,255,0.606651202942235,0,138.217017343964,1.36149821107257
61,27,969.5,4,19.607843,44.705883,81,-1.5625,1.5625,42,49.019608,52.156864,16.078432,31.764706,19.607843,0,100,0.784314,52,-8,127.5,65.400002,13.73,0,0,8420,0,255,0.606651202942235,0,138.217017343964,1.36149821107257
62,27,969.5,4,19.607843,44.705883,81,-1.5625,1.5625,42,49.019608,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,132.399994,65.699997,13.71,0,0,8420,0,255,0.606651202942235,0,138.217017343964,1.36149821107257
63,27,969.5,4,19.607843,43.137257,82,-1.5625,0.78125,42,49.019608,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-8,132.399994,65.699997,13.71,0,0,8420,0,255,0.606651202942235,-0.277777777777778,0,0
64,29,916.25,3,19.607843,43.137257,82,-1.5625,0.78125,42,49.019608,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,132.399994,65.699997,13.71,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.07870627466241
65,29,916.25,3,19.607843,43.137257,82,-1.5625,0.78125,42,51.372547,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,142.100006,65.800003,13.574,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.07870627466241
66,29,916.25,3,19.607843,43.137257,82,-1.5625,0.78125,42,51.372547,52.156864,16.078432,31.764706,19.607843,0,100,0.392157,52,-4,142.100006,65.800003,13.574,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.07870627466241
67,29,840.5,3,19.607843,49.019608,82,-1.5625,3.90625,49,51.372547,52.156864,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,142.100006,65.800003,13.574,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.17592459745322
68,30,840.5,3,19.607843,49.019608,82,-1.5625,3.90625,49,49.411766,52.156864,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,142.100006,65.800003,13.574,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.17592459745322
69,30,840.5,3,19.607843,49.019608,82,-1.5625,3.90625,49,49.411766,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,151.800003,66.199997,13.75,0,0,8420,0,255,0.454988402206676,0,103.493677922454,1.17592459745322
70,30,840.5,3,19.607843,49.019608,82,-1.5625,3.90625,49,49.411766,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,151.800003,66.199997,13.75,0,0,8420,0,255,0.454988402206676,-0.833333333333333,0,0
71,30,924,0,19.607843,42.745098,83,-1.5625,-0.78125,43,49.411766,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-6,151.800003,66.199997,13.75,0,0,8420,0,255,0,0,0,0
72,32,924,0,19.607843,42.745098,83,-1.5625,-0.78125,43,51.764706,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-6,151.800003,66.199997,13.75,0,0,8420,0,255,0,0,0,0
73,32,924,0,19.607843,42.745098,83,-1.5625,-0.78125,43,51.764706,52.156864,17.647058,34.509804,20.784313,0,100,0.392157,52,-6,161.600006,66.699997,13.691,0,0,8420,0,255,0,0,0,0
74,32,924,0,19.607843,45.882355,83,-1.5625,1.5625,43,51.764706,52.156864,17.647058,34.509804,20.784313,0,100,0.392157,52,-6,161.600006,66.699997,13.691,0,0,8420,0,255,0,0,0,0
75,34,853.75,0,19.607843,45.882355,83,-1.5625,1.5625,46,51.764706,52.156864,17.647058,34.509804,20.784313,0,100,0.392157,52,13,161.600006,66.699997,13.691,0,0,8420,0,255,0,0,0,0
76,34,853.75,0,19.607843,45.882355,83,-1.5625,1.5625,46,47.450981,52.156864,17.647058,34.509804,20.784313,0,100,0.392157,52,13,166.600006,67.300003,13.691,0,0,8420,0,255,0,0,0,0
77,34,853.75,0,19.607843,45.882355,83,-1.5625,1.5625,46,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,13,166.600006,67.300003,13.75,0,0,8420,0,255,0,0,0,0
78,34,816.25,0,19.607843,50.196079,83,-1.5625,0.78125,49,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,1,166.600006,67.300003,13.75,0,0,8420,0,255,0,0,0,0
79,36,816.25,0,19.607843,50.196079,83,-1.5625,0.78125,49,47.450981,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,1,166.600006,67.300003,13.75,0,0,8420,0,255,0,0,0,0
80,36,816.25,0,19.607843,50.196079,83,-1.5625,0.78125,49,47.058823,54.117645,21.17647,31.764706,19.607843,0,100,2.352941,52,1,176.600006,67.599998,13.73,0,0,8420,0,255,0,0,0,0
81,36,816.25,0,19.607843,50.196079,83,-1.5625,0.78125,49,47.058823,54.117645,21.17647,36.862743,21.17647,0,100,2.352941,52,1,176.600006,67.599998,13.73,0,0,8420,0,255,0,2.22222222222222,0,0
82,36,1367.75,8,21.17647,48.235294,84,-2.34375,-1.5625,46,47.058823,54.117645,21.17647,36.862743,21.17647,0,100,2.352941,52,19,176.600006,67.599998,13.73,0,0,8420,0,255,1.21330240588447,0,279.525876251715,1.95172518238265
83,38,1367.75,8,21.17647,48.235294,84,-2.34375,-1.5625,46,51.764706,54.117645,21.17647,36.862743,21.17647,0,100,2.352941,52,19,176.600006,67.599998,13.73,0,0,8420,0,255,1.21330240588447,0,279.525876251715,1.95172518238265
84,38,1367.75,8,21.17647,48.235294,84,-2.34375,-1.5625,46,51.764706,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,19,188.100006,68.300003,13.769,0,0,8420,0,255,1.21330240588447,0,279.525876251715,1.95172518238265
85,38,1367.75,8,21.17647,29.411764,85,-2.34375,-1.5625,46,51.764706,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,19,188.100006,68.300003,13.769,0,0,8420,0,255,1.21330240588447,1.11111111111111,5771.37772810357,40.2973184451757
86,39,1354.5,12,19.607843,29.411764,85,-1.5625,2.34375,29,51.764706,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,13,188.100006,68.300003,13.769,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.01072417470742
87,39,1354.5,12,19.607843,29.411764,85,-1.5625,2.34375,29,49.411766,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,13,199.199997,69.199997,13.769,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.01072417470742
88,39,1354.5,12,19.607843,29.411764,85,-1.5625,2.34375,29,49.411766,51.764706,16.862745,32.941177,19.607843,0,100,0.392157,52,13,199.199997,69.199997,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.01072417470742
89,39,956.25,12,19.607843,43.137257,85,-1.5625,3.125,43,49.411766,51.764706,16.862745,32.941177,19.607843,0,100,0.392157,52,5,199.199997,69.199997,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,4.26460224276204
90,41,956.25,12,19.607843,43.137257,85,-1.5625,3.125,43,49.411766,51.764706,16.862745,32.941177,19.607843,0,100,0.392157,52,5,199.199997,69.199997,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,4.26460224276204
91,41,956.25,12,19.607843,43.137257,85,-1.5625,3.125,43,47.058823,51.764706,16.862745,32.941177,19.607843,0,100,0.392157,52,5,209.5,70.099998,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,4.26460224276204
92,41,956.25,12,19.607843,43.137257,85,-1.5625,3.125,43,47.058823,51.764706,16.470589,32.156864,19.607843,0,100,0.392157,52,5,209.5,70.099998,13.75,0,0,8420,0,255,1.8199536088267,0.277777777777778,2486.46286273148,24.8321258447955
93,41,989.75,13,19.607843,41.176472,85,-1.5625,-0.78125,40,47.058823,51.764706,16.470589,32.156864,19.607843,0,100,0.392157,52,-2,209.5,70.099998,13.75,0,0,8420,0,255,1.97161640956226,0,465.220079467807,4.48886260057343
94,43,989.75,13,19.607843,41.176472,85,-1.5625,-0.78125,40,43.137257,51.764706,16.470589,32.156864,19.607843,0,100,0.392157,52,-2,209.5,70.099998,13.75,0,0,8420,0,255,1.97161640956226,0,465.220079467807,4.48886260057343
95,43,989.75,13,19.607843,41.176472,85,-1.5625,-0.78125,40,43.137257,51.764706,17.647058,33.333332,19.607843,0,100,0.392157,52,-2,214.300003,70.599998,13.75,0,0,8420,0,255,1.97161640956226,0,465.220079467807,4.48886260057343
96,43,989.75,13,19.607843,40.784313,85,-1.5625,-0.78125,40,43.137257,51.764706,17.647058,33.333332,19.607843,0,100,0.392157,52,-2,214.300003,70.599998,13.75,0,0,8420,0,255,1.97161640956226,0.277777777777778,2696.28489428262,26.0161866535984
97,45,989,14,19.607843,40.784313,86,-1.5625,2.34375,40,43.137257,51.764706,17.647058,33.333332,19.607843,0,100,0.392157,52,-1,214.300003,70.599998,13.75,0,0,8420,0,255,2.12327921029782,0,504.049770966221,4.86721467414298
98,45,989,14,19.607843,40.784313,86,-1.5625,2.34375,40,35.686275,51.764706,17.647058,33.333332,19.607843,0,100,0.392157,52,-1,223.5,70.599998,13.75,0,0,8420,0,255,2.12327921029782,0,504.049770966221,4.86721467414298
99,45,989,14,19.607843,40.784313,86,-1.5625,2.34375,40,35.686275,51.764706,16.470589,31.764706,19.607843,0,100,0.392157,52,-1,223.5,71.599998,13.75,0,0,8420,0,255,2.12327921029782,0.277777777777778,2906.73495615141,28.0680675745662
100,45,991.25,15,19.607843,40.784313,86,-1.5625,-2.34375,41,35.686275,51.764706,16.470589,31.764706,19.607843,0,100,0.392157,52,-1,223.5,71.599998,13.75,0,0,8420,0,255,2.27494201103338,0,543.555802806713,5.23677973952495
101,47,991.25,15,19.607843,40.784313,86,-1.5625,-2.34375,41,35.686275,51.764706,16.470589,31.764706,19.607843,0,100,0.392157,52,0,223.5,71.599998,13.75,0,0,8420,0,255,2.27494201103338,0,543.555802806713,5.23677973952495
102,47,991.25,15,19.607843,40.784313,86,-1.5625,-2.34375,41,41.176472,51.764706,16.470589,31.764706,19.607843,0,100,0.392157,52,0,232.299988,72.599998,13.75,0,0,8420,0,255,2.27494201103338,0,543.555802806713,5.23677973952495
103,47,991.25,15,19.607843,40.784313,86,-1.5625,-2.34375,41,41.176472,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,0,232.299988,72.599998,13.75,0,0,8420,0,255,2.27494201103338,-0.277777777777778,0,0
104,47,1020.25,14,19.607843,39.607841,86,-1.5625,-0.78125,39,41.176472,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,232.299988,72.599998,13.75,0,0,8420,0,255,2.12327921029782,0,504.049770966221,4.71813311710601
105,48,1020.25,14,19.607843,39.607841,86,-1.5625,-0.78125,39,45.882355,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,232.299988,72.599998,13.75,0,0,8420,0,255,2.12327921029782,0,504.049770966221,4.71813311710601
106,48,1020.25,14,19.607843,39.607841,86,-1.5625,-0.78125,39,45.882355,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,240.5,73.599998,13.75,0,0,8420,0,255,2.12327921029782,0,504.049770966221,4.71813311710601
107,48,1020.25,14,19.607843,39.607841,86,-1.5625,-0.78125,39,45.882355,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,240.5,73.599998,13.75,0,0,8420,0,255,2.12327921029782,-0.555555555555556,0,0
108,50,1057,12,19.607843,38.431374,87,-1.5625,0,38,45.882355,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,240.5,73.599998,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.85811342917805
109,50,1057,12,19.607843,38.431374,87,-1.5625,0,38,48.235294,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,244.5,73.599998,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.85811342917805
110,50,1057,12,19.607843,38.431374,87,-1.5625,0,38,48.235294,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,244.5,74.199997,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.85811342917805
111,50,1057,12,19.607843,38.039215,87,-1.5625,1.5625,38,48.235294,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-3,244.5,74.199997,13.75,0,0,8420,0,255,1.8199536088267,-1.11111111111111,0,0
112,52,1078,8,19.607843,38.039215,87,-1.5625,1.5625,38,48.235294,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,244.5,74.199997,13.75,0,0,8420,0,255,1.21330240588447,0,279.525876251715,2.47631921911306
113,52,1078,8,19.607843,38.039215,87,-1.5625,1.5625,38,54.509804,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,252.299988,75.300003,13.75,0,0,8420,0,255,1.21330240588447,0,279.525876251715,2.47631921911306
114,52,1078,8,19.607843,38.039215,87,-1.5625,1.5625,38,54.509804,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,-2,252.299988,75.300003,13.75,0,0,8420,0,255,1.21330240588447,1.11111111111111,5771.37772810357,51.1286245857041
115,52,1083.5,12,19.607843,37.64706,88,-1.5625,-1.5625,37,54.509804,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,0,252.299988,75.300003,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.76375255619862
116,54,1083.5,12,19.607843,37.64706,88,-1.5625,-1.5625,37,61.176472,51.764706,16.078432,31.764706,19.607843,0,100,0.392157,52,0,252.299988,75.300003,13.75,0,0,8420,0,255,1.8199536088267,0,427.018418287037,3.76375255619862
