,Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,DIV,GANG,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
28,0,11,13.304166666666667,0.0,18.82353,39.607841,89,-2.34375,-1.5625,39,28.627451,50.980392,16.078432,31.764706,18.82353,0,100,0.0,52,2,86.199997,76.599998,13.632,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
29,0,11,13.304166666666667,0.0,18.82353,39.607841,89,-2.34375,-1.5625,39,28.627451,50.980392,16.078432,31.764706,18.82353,0,100,0.0,52,2,92.399994,79.400002,13.632,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
30,0,11,13.304166666666667,0.0,18.82353,39.607841,89,-2.34375,-1.5625,39,28.627451,50.980392,16.078432,31.764706,18.82353,0,100,0.0,52,2,92.399994,79.400002,13.378,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
31,0,11,10.233333333333333,0.0,18.82353,52.156864,89,-2.34375,2.34375,55,28.627451,50.980392,16.078432,31.764706,18.82353,0,100,0.0,52,7,92.399994,79.400002,13.378,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
32,0,13,10.233333333333333,0.0,18.82353,52.156864,89,-2.34375,2.34375,55,28.627451,50.980392,16.078432,31.764706,18.82353,0,100,0.0,52,7,92.399994,79.400002,13.378,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
33,0,13,10.233333333333333,0.0,18.82353,52.156864,89,-2.34375,2.34375,55,28.627451,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,99.300003,82.599998,13.535,0.0,0,7937,0,255,0.0,0.0,1.0,0.0,0.0,0.0
34,0,13,10.233333333333333,0.0,18.82353,52.156864,89,-2.34375,2.34375,55,28.627451,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,99.300003,82.599998,13.535,0.0,0,7937,0,255,0.0,0.0,1.0,1.3888888888888888,0.0,0.0
35,0,13,12.525,1.3888888888888888,18.82353,47.450981,89,-3.125,-2.34375,48,28.627451,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,-8,99.300003,82.599998,13.535,0.0,0,7937,0,255,0.7583140036777937,0.06054403222976396,1.0,0.0,173.13359686321158,2.2001674651279717
36,0,15,12.525,1.3888888888888888,18.82353,47.450981,89,-3.125,-2.34375,48,25.882353,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,-8,99.300003,82.599998,13.535,0.0,0,7937,0,255,0.7583140036777937,0.06054403222976396,1.0,0.0,173.13359686321158,2.2001674651279717
37,0,15,12.525,1.3888888888888888,18.82353,47.450981,89,-3.125,-2.34375,48,25.882353,53.725491,21.17647,36.862743,20.784313,0,100,1.960784,52,-8,106.899994,86.300003,13.613,0.0,0,7937,0,255,0.7583140036777937,0.06054403222976396,1.0,0.0,173.13359686321158,2.2001674651279717
38,0,15,12.525,1.3888888888888888,18.82353,52.941177,90,-3.125,-1.5625,48,25.882353,53.725491,21.17647,36.862743,20.784313,0,100,1.960784,52,-8,106.899994,86.300003,13.613,0.0,0,7937,0,255,0.7583140036777937,0.06054403222976396,1.0,0.0,173.13359686321158,2.2001674651279717
39,0,17,18.070833333333333,1.3888888888888888,20.392157,52.941177,90,-3.125,-1.5625,50,25.882353,53.725491,21.17647,36.862743,20.784313,0,100,1.960784,52,16,106.899994,86.300003,13.613,0.0,0,7937,0,255,0.7583140036777937,0.041963421923603986,1.0,0.0,173.13359686321158,1.5249489048131617
40,0,17,18.070833333333333,1.3888888888888888,20.392157,52.941177,90,-3.125,-1.5625,50,24.313726,53.725491,21.17647,36.862743,20.784313,0,100,1.960784,52,16,111.399994,88.5,13.613,0.0,0,7937,0,255,0.7583140036777937,0.041963421923603986,1.0,0.0,173.13359686321158,1.5249489048131617
41,0,17,18.070833333333333,1.3888888888888888,20.392157,52.941177,90,-3.125,-1.5625,50,24.313726,51.372547,16.470589,31.764706,18.82353,0,100,0.0,52,16,111.399994,88.5,13.652,0.0,0,7937,0,255,0.7583140036777937,0.041963421923603986,1.0,1.1111111111111112,3605.5410042706194,31.75735908764991
42,0,17,17.8375,2.5,20.392157,32.156864,90,-0.78125,-2.34375,32,24.313726,51.372547,16.470589,31.764706,18.82353,0,100,0.0,52,12,111.399994,88.5,13.652,0.0,0,7937,0,255,1.3649652066200286,0.07652222601934289,1.0,0.0,315.69851640625,2.8170248368882853
43,0,19,17.8375,2.5,18.82353,32.156864,90,-0.78125,-2.34375,32,24.313726,51.372547,16.470589,31.764706,18.82353,0,100,0.0,52,12,111.399994,88.5,13.652,0.0,0,7937,0,255,1.3649652066200286,0.07652222601934289,1.0,0.0,315.69851640625,2.8170248368882853
44,0,19,17.8375,2.5,18.82353,32.156864,90,-0.78125,-2.34375,32,20.392157,51.372547,16.470589,31.764706,18.82353,0,100,0.0,52,12,120.300003,93.0,13.046,0.0,0,7937,0,255,1.3649652066200286,0.07652222601934289,1.0,0.0,315.69851640625,2.8170248368882853
45,0,19,17.8375,2.5,18.82353,32.156864,90,-0.78125,-2.34375,32,20.392157,51.372547,16.078432,31.764706,20.392157,0,100,0.0,52,12,120.300003,93.0,13.046,0.0,0,7937,0,255,1.3649652066200286,0.07652222601934289,1.0,0.0,315.69851640625,2.8170248368882853
46,0,19,11.979166666666666,2.5,18.82353,53.725491,90,-2.34375,1.5625,52,20.392157,51.372547,16.078432,31.764706,20.392157,0,100,0.0,52,7,120.300003,93.0,13.046,0.0,0,7937,0,255,1.3649652066200286,0.11394492159610674,1.0,0.0,315.69851640625,4.194672461467391
47,0,20,11.979166666666666,2.5,18.82353,53.725491,90,-2.34375,1.5625,52,27.843138,51.372547,16.078432,31.764706,20.392157,0,100,0.0,52,7,120.300003,93.0,13.046,0.0,0,7937,0,255,1.3649652066200286,0.11394492159610674,1.0,0.0,315.69851640625,4.194672461467391
48,0,20,11.979166666666666,2.5,18.82353,53.725491,90,-2.34375,1.5625,52,27.843138,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,129.300003,97.699997,13.593,0.0,0,7937,0,255,1.3649652066200286,0.11394492159610674,1.0,0.0,315.69851640625,4.194672461467391
49,0,20,11.979166666666666,2.5,18.82353,39.607841,90,-2.34375,1.5625,52,27.843138,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,129.300003,97.699997,13.593,0.0,0,7937,0,255,1.3649652066200286,0.11394492159610674,1.0,0.2777777777777777,1860.2818497395829,24.717484055670287
50,0,22,14.958333333333334,2.7777777777777777,18.82353,39.607841,90,-2.34375,0.0,40,27.843138,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,-3,129.300003,97.699997,13.593,0.0,0,7937,0,255,1.5166280073555873,0.10139017319368829,1.0,0.0,352.30594678069275,3.7487707986134997
51,0,22,14.958333333333334,2.7777777777777777,18.82353,39.607841,90,-2.34375,0.0,40,30.980392,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,-3,138.100006,102.5,13.593,0.0,0,7937,0,255,1.5166280073555873,0.10139017319368829,1.0,0.0,352.30594678069275,3.7487707986134997
52,0,22,14.958333333333334,2.7777777777777777,18.82353,39.607841,90,-2.34375,0.0,40,30.980392,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,-3,138.100006,102.5,13.593,0.0,0,7937,0,255,1.5166280073555873,0.10139017319368829,1.0,0.0,352.30594678069275,3.7487707986134997
53,0,22,11.925,2.7777777777777777,18.82353,38.823528,90,-3.125,-0.78125,42,30.980392,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,138.100006,102.5,13.593,0.0,0,7937,0,255,1.5166280073555873,0.127180545690196,1.0,0.0,352.30594678069275,4.702336536346074
54,0,24,11.925,2.7777777777777777,18.82353,38.823528,90,-3.125,-0.78125,42,30.980392,51.372547,16.078432,31.764706,18.82353,0,100,0.0,52,7,138.100006,102.5,13.593,0.0,0,7937,0,255,1.5166280073555873,0.127180545690196,1.0,0.0,352.30594678069275,4.702336536346074
55,0,24,11.925,2.7777777777777777,18.82353,38.823528,90,-3.125,-0.78125,42,35.294117,52.549019,16.078432,31.764706,18.82353,0,100,0.784314,52,7,142.199997,104.800003,13.535,0.0,0,7937,0,255,1.5166280073555873,0.127180545690196,1.0,0.0,352.30594678069275,4.702336536346074
56,0,24,11.925,2.7777777777777777,18.82353,38.823528,90,-3.125,-0.78125,42,35.294117,52.549019,20.0,36.07843,20.0,0,100,0.784314,52,7,142.199997,104.800003,13.535,0.0,0,7937,0,255,1.5166280073555873,0.127180545690196,1.0,0.0,352.30594678069275,4.702336536346074
57,0,24,13.333333333333334,2.7777777777777777,23.921568,66.274513,89,-3.90625,-1.5625,74,35.294117,52.549019,20.0,36.07843,20.0,0,100,0.784314,52,-1,142.199997,104.800003,13.535,0.0,0,7937,0,255,1.5166280073555873,0.11374710055166905,1.0,0.0,352.30594678069275,4.20565223969452
58,0,26,13.333333333333334,2.7777777777777777,23.921568,66.274513,89,-3.90625,-1.5625,74,36.07843,52.549019,20.0,36.07843,20.0,0,100,0.784314,52,-1,142.199997,104.800003,13.535,0.0,0,7937,0,255,1.5166280073555873,0.11374710055166905,1.0,0.0,352.30594678069275,4.20565223969452
59,0,26,13.333333333333334,2.7777777777777777,23.921568,66.274513,89,-3.90625,-1.5625,74,36.07843,59.215687,26.666666,42.745098,25.490196,0,100,5.882353,52,-1,151.800003,110.100006,13.574,0.0,0,7937,0,255,1.5166280073555873,0.11374710055166905,1.0,0.0,352.30594678069275,4.20565223969452
60,0,26,13.333333333333334,2.7777777777777777,23.921568,79.607841,89,-3.90625,-1.5625,74,36.07843,59.215687,26.666666,42.745098,25.490196,0,100,5.882353,52,-1,151.800003,110.100006,13.574,0.0,0,7937,0,255,1.5166280073555873,0.11374710055166905,1.0,1.666666666666667,10649.528169002917,127.12874251747233
61,0,28,20.9625,4.444444444444445,23.529411,79.607841,89,-4.6875,-0.78125,76,36.07843,59.215687,26.666666,42.745098,25.490196,0,100,5.882353,51,3,151.800003,110.100006,13.574,0.0,0,7937,0,255,2.42660481176894,0.115759323161309,1.0,0.0,583.7864850137175,4.432646338207913
62,0,28,20.9625,4.444444444444445,23.529411,79.607841,89,-4.6875,-0.78125,76,24.313726,59.215687,26.666666,42.745098,25.490196,0,100,5.882353,51,3,165.5,110.100006,13.574,0.0,0,7937,0,255,2.42660481176894,0.115759323161309,1.0,0.0,583.7864850137175,4.432646338207913
63,0,28,20.9625,4.444444444444445,23.529411,79.607841,89,-4.6875,-0.78125,76,24.313726,51.372547,21.568628,38.431374,21.568628,0,100,0.0,51,3,165.5,117.600006,13.652,0.0,0,7937,0,255,2.42660481176894,0.115759323161309,1.0,1.1111111111111107,11567.490188717418,87.8310723929647
64,0,28,16.158333333333335,5.555555555555555,23.529411,96.07843,89,-4.6875,-7.8125,95,24.313726,51.372547,21.568628,38.431374,21.568628,0,100,0.0,51,3,165.5,117.600006,13.652,0.0,0,7937,0,255,3.0332560147111747,0.18772084670724132,2.0,0.0,752.9219179955419,7.416610950858612
65,0,29,16.158333333333335,5.555555555555555,30.196079,96.07843,89,-4.6875,-7.8125,95,24.313726,51.372547,21.568628,38.431374,21.568628,0,100,0.0,51,-12,165.5,117.600006,13.652,0.0,0,7937,0,255,3.0332560147111747,0.18772084670724132,2.0,0.0,752.9219179955419,7.416610950858612
66,0,29,16.158333333333335,5.555555555555555,30.196079,96.07843,89,-4.6875,-7.8125,95,25.09804,51.372547,21.568628,38.431374,21.568628,0,100,9.803922,51,-12,183.199997,127.399994,13.632,0.0,0,7937,0,255,3.0332560147111747,0.18772084670724132,2.0,0.0,752.9219179955419,7.416610950858612
67,0,29,16.158333333333335,5.555555555555555,30.196079,96.07843,89,-4.6875,-7.8125,95,25.09804,63.92157,29.411764,45.490196,29.019608,0,100,9.803922,51,-12,183.199997,127.399994,13.632,0.0,0,7937,0,255,3.0332560147111747,0.18772084670724132,2.0,1.3888888888888893,17914.958955032584,176.47019909289446
68,0,29,22.004166666666666,6.944444444444445,28.627451,90.980392,89,-4.6875,0.78125,89,25.09804,63.92157,29.411764,45.490196,29.019608,0,100,9.803922,51,-1,183.199997,127.399994,13.632,0.0,0,7937,0,255,3.7915700183889687,0.1723114569993093,2.0,0.0,986.4430454014489,7.13541456813773
69,0,31,22.004166666666666,6.944444444444445,28.627451,90.980392,89,-4.6875,0.78125,89,27.843138,63.92157,29.411764,45.490196,29.019608,0,100,9.803922,51,-1,183.199997,127.399994,13.632,0.0,0,7937,0,255,3.7915700183889687,0.1723114569993093,2.0,0.0,986.4430454014489,7.13541456813773
70,0,31,22.004166666666666,6.944444444444445,28.627451,90.980392,89,-4.6875,0.78125,89,27.843138,56.862743,24.313726,40.392159,23.529411,0,100,4.313725,51,-1,194.5,133.800003,13.652,0.0,0,7937,0,255,3.7915700183889687,0.1723114569993093,2.0,0.0,986.4430454014489,7.13541456813773
71,0,31,22.004166666666666,6.944444444444445,28.627451,90.980392,89,-4.6875,0.78125,89,27.843138,56.862743,24.313726,40.392159,23.529411,0,100,4.313725,51,-1,194.5,133.800003,13.652,0.0,0,7937,0,255,3.7915700183889687,0.1723114569993093,2.0,2.2222222222222214,35310.51711947551,255.41786668509081
72,0,33,25.179166666666667,9.166666666666666,18.82353,30.196079,89,-3.125,-7.03125,27,27.843138,56.862743,24.313726,40.392159,23.529411,0,100,4.313725,50,16,194.5,133.800003,13.652,0.0,0,7937,0,255,5.004872424273438,0.19877037594334357,2.0,0.0,1425.3920022858795,9.01042106359765
73,0,33,25.179166666666667,9.166666666666666,18.82353,30.196079,89,-3.125,-7.03125,27,26.274509,56.862743,24.313726,40.392159,23.529411,0,100,4.313725,50,16,216.700012,133.800003,13.652,0.0,0,7937,0,255,5.004872424273438,0.19877037594334357,2.0,0.0,1425.3920022858795,9.01042106359765
74,0,33,25.179166666666667,9.166666666666666,18.82353,30.196079,89,-3.125,-7.03125,27,26.274509,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,50,16,216.700012,147.0,13.671,0.0,0,7937,0,255,5.004872424273438,0.19877037594334357,2.0,0.0,1425.3920022858795,9.01042106359765
75,0,33,25.220833333333335,9.166666666666666,18.82353,39.607841,88,-2.34375,1.5625,39,26.274509,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,50,16,216.700012,147.0,13.671,0.0,0,7937,0,255,5.004872424273438,0.19844199270206925,2.0,-0.2777777777777768,0.0,0.0
76,0,35,25.220833333333335,8.88888888888889,21.17647,39.607841,88,-2.34375,1.5625,39,26.274509,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,22,216.700012,147.0,13.671,0.0,0,7937,0,255,4.85320962353788,0.19242859898382472,2.0,0.0,1365.4508301097394,8.617251232478448
77,0,35,25.220833333333335,8.88888888888889,21.17647,39.607841,88,-2.34375,1.5625,39,27.058823,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,22,235.5,159.100006,13.671,0.0,0,7937,0,255,4.85320962353788,0.19242859898382472,2.0,0.0,1365.4508301097394,8.617251232478448
78,0,35,25.220833333333335,8.88888888888889,21.17647,39.607841,88,-2.34375,1.5625,39,27.058823,53.725491,21.17647,37.254902,21.17647,0,100,1.960784,51,22,235.5,159.100006,13.671,0.0,0,7937,0,255,4.85320962353788,0.19242859898382472,2.0,0.0,1365.4508301097394,8.617251232478448
79,0,35,25.545833333333334,8.88888888888889,21.17647,40.784313,88,-2.34375,3.125,41,27.058823,53.725491,21.17647,37.254902,21.17647,0,100,1.960784,51,22,235.5,159.100006,13.671,0.0,0,7937,0,255,4.85320962353788,0.1899804778419656,2.0,0.0,1365.4508301097394,8.507620569269621
80,0,37,25.545833333333334,8.88888888888889,21.17647,40.784313,88,-2.34375,3.125,41,27.058823,53.725491,21.17647,37.254902,21.17647,0,100,1.960784,51,22,235.5,159.100006,13.671,0.0,0,7937,0,255,4.85320962353788,0.1899804778419656,2.0,0.0,1365.4508301097394,8.507620569269621
81,0,37,25.545833333333334,8.88888888888889,21.17647,40.784313,88,-2.34375,3.125,41,27.058823,54.117645,21.17647,36.862743,21.17647,0,100,1.960784,51,22,252.5,170.699997,13.671,0.0,0,7937,0,255,4.85320962353788,0.1899804778419656,2.0,0.0,1365.4508301097394,8.507620569269621
82,0,37,25.545833333333334,8.88888888888889,21.17647,40.784313,88,-2.34375,3.125,41,27.058823,54.117645,21.17647,36.862743,21.17647,0,100,1.960784,51,22,252.5,170.699997,13.671,0.0,0,7937,0,255,4.85320962353788,0.1899804778419656,2.0,0.0,1365.4508301097394,8.507620569269621
83,0,38,26.0,8.88888888888889,21.17647,39.215687,87,-2.34375,-3.90625,39,27.058823,54.117645,21.17647,36.862743,21.17647,0,100,1.960784,51,22,252.5,170.699997,13.671,0.0,0,7937,0,255,4.85320962353788,0.18666190859761075,2.0,0.0,1365.4508301097394,8.359009889453853
84,0,38,26.0,8.88888888888889,21.17647,39.215687,87,-2.34375,-3.90625,39,25.882353,54.117645,21.17647,36.862743,21.17647,0,100,1.960784,51,22,252.5,170.699997,13.671,0.0,0,7937,0,255,4.85320962353788,0.18666190859761075,2.0,0.0,1365.4508301097394,8.359009889453853
85,0,38,26.0,8.88888888888889,21.17647,39.215687,87,-2.34375,-3.90625,39,25.882353,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,22,260.399994,176.199997,13.671,0.0,0,7937,0,255,4.85320962353788,0.18666190859761075,2.0,0.0,1365.4508301097394,8.359009889453853
86,0,38,26.0,8.88888888888889,21.17647,27.058823,87,-3.125,0.78125,39,25.882353,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,22,260.399994,176.199997,13.671,0.0,0,7937,0,255,4.85320962353788,0.18666190859761075,2.0,0.2777777777777768,6857.3026819615725,41.97900039277758
87,0,40,26.233333333333334,9.166666666666666,18.82353,27.058823,87,-3.125,0.78125,25,25.882353,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,20,260.399994,176.199997,13.671,0.0,0,7937,0,255,5.004872424273438,0.1907829386635364,2.0,0.0,1425.3920022858795,8.648344105355877
88,0,40,26.233333333333334,9.166666666666666,18.82353,27.058823,87,-3.125,0.78125,25,27.058823,53.725491,20.784313,36.862743,20.784313,0,100,1.960784,51,20,274.600006,186.699997,13.671,0.0,0,7937,0,255,5.004872424273438,0.1907829386635364,2.0,0.0,1425.3920022858795,8.648344105355877
