,Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,DIV,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
52,0,19,23.420833333333334,0.0,20.784313,35.294117,33,3.125,0.0,35,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,93.800003,27.900002,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
53,0,19,23.420833333333334,0.0,20.784313,35.294117,33,3.125,0.0,35,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,5,108.199997,28.300003,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
54,0,19,23.420833333333334,0.0,20.784313,34.509804,34,3.125,0.0,35,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,5,108.199997,28.300003,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
55,0,21,22.641666666666666,0.0,20.392157,34.509804,34,3.90625,0.0,34,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,6,108.199997,28.300003,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
56,0,21,22.641666666666666,0.0,20.392157,34.509804,34,3.90625,0.0,34,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,6,122.300003,28.900002,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
57,0,21,22.641666666666666,0.0,20.392157,34.509804,34,3.90625,0.0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,6,122.300003,28.900002,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
58,0,21,21.429166666666667,0.0,20.392157,34.117645,35,3.90625,0.0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,7,122.300003,28.900002,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
59,0,23,21.429166666666667,0.0,20.0,34.117645,35,3.90625,0.0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,7,122.300003,28.900002,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
60,0,23,21.429166666666667,0.0,20.0,34.117645,35,3.90625,0.0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,0.784314,27,7,129.100006,29.5,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
61,0,23,21.429166666666667,0.0,20.0,34.117645,35,3.90625,0.0,34,35.294117,52.549019,16.078432,31.764706,20.0,0,101,0.784314,27,7,129.100006,29.5,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
62,0,23,20.283333333333335,0.0,20.0,34.901962,35,3.90625,0.0,36,35.294117,52.549019,16.078432,31.764706,20.0,0,101,0.784314,27,7,129.100006,29.5,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
63,0,24,20.283333333333335,0.0,20.0,34.901962,35,3.90625,0.0,36,35.294117,52.549019,16.078432,31.764706,20.0,0,101,0.784314,27,7,129.100006,29.5,14.257,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
64,0,24,20.283333333333335,0.0,20.0,34.901962,35,3.90625,0.0,36,35.294117,52.156864,16.078432,31.764706,20.0,0,101,0.784314,27,7,142.199997,29.800003,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
65,0,24,20.283333333333335,0.0,20.0,35.686275,36,3.90625,0.0,36,35.294117,52.156864,16.078432,31.764706,20.0,0,101,0.784314,27,7,142.199997,29.800003,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
66,0,26,19.191666666666666,0.0,19.607843,35.686275,36,3.125,0.0,36,35.294117,52.156864,16.078432,31.764706,20.0,0,101,0.784314,27,5,142.199997,29.800003,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
67,0,26,19.191666666666666,0.0,19.607843,35.686275,36,3.125,0.0,36,35.294117,52.156864,16.078432,31.764706,20.0,0,101,0.784314,27,5,154.5,30.5,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
68,0,26,19.191666666666666,0.0,19.607843,35.686275,36,3.125,0.0,36,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,5,154.5,30.5,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
69,0,26,18.175,0.0,19.607843,34.901962,36,3.90625,0.0,35,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,6,154.5,30.5,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
70,0,28,18.175,0.0,19.607843,34.901962,36,3.90625,0.0,35,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,6,154.5,30.5,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
71,0,28,18.175,0.0,19.607843,34.901962,36,3.90625,0.0,35,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,27,6,165.899994,31.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
72,0,28,18.175,0.0,19.607843,34.901962,36,3.90625,0.0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
73,0,28,16.8875,0.0,19.215687,34.509804,36,3.90625,0.0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
74,0,30,16.8875,0.0,19.215687,34.509804,36,3.90625,0.0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
75,0,30,16.8875,0.0,19.215687,34.509804,36,3.90625,0.0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0.0,27,6,176.100006,32.0,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
76,0,30,16.8875,0.0,19.215687,35.294117,36,3.90625,0.0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0.0,27,6,176.100006,32.0,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
77,0,32,16.025,0.0,19.215687,35.294117,37,3.125,0.0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0.0,28,5,176.100006,32.0,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
78,0,32,16.025,0.0,19.215687,35.294117,37,3.125,0.0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0.0,28,5,180.800003,32.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
79,0,32,16.025,0.0,19.215687,35.294117,37,3.125,0.0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.0,28,5,180.800003,32.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
80,0,32,15.895833333333334,0.0,19.215687,37.254902,38,3.125,0.0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.0,28,5,180.800003,32.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
81,0,33,15.895833333333334,0.0,19.215687,37.254902,38,3.125,0.0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.0,28,2,180.800003,32.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
82,0,33,15.895833333333334,0.0,19.215687,37.254902,38,3.125,0.0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,189.899994,33.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
83,0,33,15.895833333333334,0.0,19.215687,37.254902,38,3.125,0.0,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,2,189.899994,33.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
84,0,33,16.091666666666665,0.0,19.607843,38.431374,38,3.125,0.0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,189.899994,33.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
85,0,35,16.091666666666665,0.0,19.607843,38.431374,38,3.125,0.0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,189.899994,33.199997,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
86,0,35,16.091666666666665,0.0,19.607843,38.431374,38,3.125,0.0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,198.5,34.099998,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
87,0,35,16.091666666666665,0.0,19.607843,38.431374,38,3.125,0.0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,198.5,34.099998,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
88,0,37,16.233333333333334,0.0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,198.5,34.099998,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
89,0,37,16.233333333333334,0.0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207.0,34.099998,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
90,0,37,16.233333333333334,0.0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207.0,35.0,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
91,0,37,16.041666666666668,0.0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207.0,35.0,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
92,0,39,16.041666666666668,0.0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207.0,35.0,14.199,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
93,0,39,16.041666666666668,0.0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,211.100006,35.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
94,0,39,16.041666666666668,0.0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,211.100006,35.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
95,0,39,15.870833333333334,0.0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,1,211.100006,35.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
96,0,41,15.870833333333334,0.0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,1,211.100006,35.400002,14.179,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
97,0,41,15.870833333333334,0.0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,1,219.100006,36.400002,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
98,0,41,15.870833333333334,0.0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,1,219.100006,36.400002,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
99,0,42,16.091666666666665,0.0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,219.100006,36.400002,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
100,0,42,16.091666666666665,0.0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,219.100006,36.400002,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
101,0,42,16.091666666666665,0.0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,226.799988,37.5,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
102,0,42,16.091666666666665,0.0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,226.799988,37.5,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
103,0,44,15.833333333333334,0.0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,226.799988,37.5,14.14,0.0,0,7495,0,255,0.0,0.0,0.0,0.0,0.0
