Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
324,155,717.75,30,16.470589,27.058823,86,-1.5625,9.375,26,61.176472,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,457.399994,196.5,13.75,0,0,8262,0,255,4.54988402206676,-1.11111111111111,0,0
325,157,783.5,26,16.470589,27.058823,86,-1.5625,9.375,28,61.176472,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,457.399994,196.5,13.75,0,0,8262,0,255,3.94323281912453,0,1036.57728261746,12.6347326726186
326,157,783.5,26,16.470589,27.058823,86,-1.5625,9.375,28,59.215687,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,455.100006,198.300003,13.671,0,0,8262,0,255,3.94323281912453,0,1036.57728261746,12.6347326726186
327,157,783.5,26,16.470589,27.058823,86,-1.5625,9.375,28,59.215687,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,455.100006,198.300003,13.671,0,0,8262,0,255,3.94323281912453,-1.66666666666667,0,0
328,157,775,20,18.82353,27.058823,86,-1.5625,5.46875,31,59.215687,48.235294,16.078432,31.764706,16.470589,0,100,0,50,-2,455.100006,198.300003,13.671,0,0,8262,0,255,3.03325601471117,0,752.921917995542,9.27794105400958
329,159,775,20,18.82353,27.058823,86,-1.5625,5.46875,31,57.64706,48.235294,16.078432,31.764706,16.470589,0,100,0,50,-2,455.100006,198.300003,13.671,0,0,8262,0,255,3.03325601471117,0,752.921917995542,9.27794105400958
330,159,775,20,18.82353,27.058823,86,-1.5625,5.46875,31,57.64706,50.980392,16.078432,31.764706,16.470589,0,100,0,50,-2,454,199.100006,13.476,0,0,8262,0,255,3.03325601471117,0,752.921917995542,9.27794105400958
331,159,775,20,18.82353,27.058823,86,-1.5625,5.46875,31,57.64706,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-2,454,199.100006,13.476,0,0,8262,0,255,3.03325601471117,-2.22222222222222,0,0
332,159,842.75,12,18.82353,40.784313,87,-1.5625,2.34375,42,57.64706,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-6,454,199.100006,13.476,0,0,8262,0,255,1.8199536088267,0,427.018418287037,4.83895092808212
333,161,842.75,12,18.82353,40.784313,87,-1.5625,2.34375,42,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-6,454,199.100006,13.476,12.941176,0,8262,0,255,1.8199536088267,0,427.018418287037,4.83895092808212
334,161,842.75,12,18.82353,40.784313,87,-1.5625,2.34375,42,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-6,452.5,200.800003,13.671,12.941176,0,8262,0,255,1.8199536088267,0,427.018418287037,4.83895092808212
335,161,842.75,12,18.82353,39.215687,87,-1.5625,-1.5625,42,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-6,452.5,200.800003,13.671,12.941176,0,8262,0,255,1.8199536088267,-1.94444444444444,0,0
336,163,874,5,18.82353,39.215687,87,-1.5625,-1.5625,40,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,452.5,200.800003,13.671,12.941176,0,8262,0,255,0.758314003677794,0,173.133596863212,1.89179159043898
337,163,874,5,18.82353,39.215687,87,-1.5625,-1.5625,40,62.745098,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.700012,202.5,13.671,12.941176,0,8262,0,255,0.758314003677794,0,173.133596863212,1.89179159043898
338,163,874,5,18.82353,39.215687,87,-1.5625,-1.5625,40,62.745098,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.700012,202.5,13.691,12.941176,0,8262,0,255,0.758314003677794,-0.555555555555556,0,0
339,163,907,3,18.82353,38.039215,87,-1.5625,0,37,62.745098,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.700012,202.5,13.691,12.941176,0,8262,0,255,0.454988402206676,0,103.493677922454,1.08970741362672
340,164,907,3,18.82353,38.039215,87,-1.5625,0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.700012,202.5,13.691,12.941176,0,8262,0,255,0.454988402206676,0,103.493677922454,1.08970741362672
341,164,907,3,18.82353,38.039215,87,-1.5625,0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.399994,204.199997,13.574,12.941176,0,8262,0,255,0.454988402206676,0,103.493677922454,1.08970741362672
342,164,907,3,18.82353,38.039215,87,-1.5625,0,37,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,-4,451.399994,204.199997,13.574,12.941176,0,8262,0,255,0.454988402206676,-0.833333333333333,0,0
343,164,899,0,18.82353,37.64706,87,-1.5625,0.78125,39,60.392159,50.980392,16.078432,31.764706,18.82353,0,100,0,50,1,451.399994,204.199997,13.574,12.941176,0,8262,0,255,0,0,0,0
344,166,899,0,18.82353,37.64706,87,-1.5625,0.78125,39,58.431374,50.980392,16.078432,31.764706,18.82353,0,100,0,50,1,451.399994,204.199997,13.574,12.941176,0,8262,0,255,0,0,0,0
345,166,899,0,18.82353,37.64706,87,-1.5625,0.78125,39,58.431374,50.980392,16.078432,31.764706,18.82353,0,100,0,50,1,451.299988,205,13.671,12.941176,0,8262,0,255,0,0,0,0
346,166,899,0,18.82353,39.215687,87,-1.5625,1.5625,39,58.431374,50.980392,16.078432,31.764706,18.82353,0,100,0,50,1,451.299988,205,13.671,12.941176,0,8262,0,255,0,0,0,0
347,168,827.25,0,19.215687,39.215687,87,-1.5625,1.5625,41,58.431374,50.980392,16.078432,31.764706,18.82353,0,100,0,50,7,451.299988,205,13.671,12.941176,0,8262,0,255,0,0,0,0
348,168,827.25,0,19.215687,39.215687,87,-1.5625,1.5625,41,59.607841,50.980392,16.078432,31.764706,18.82353,0,100,0,50,7,451.399994,206.699997,13.671,13.333333,0,8262,0,255,0,0,0,0
349,168,827.25,0,19.215687,39.215687,87,-1.5625,1.5625,41,59.607841,50.980392,16.078432,31.764706,18.82353,0,100,0,50,7,451.399994,206.699997,13.691,13.333333,0,8262,0,255,0,0,0,0
350,168,685,0,19.215687,48.627453,88,-1.5625,-0.78125,49,59.607841,50.980392,16.078432,31.764706,18.82353,0,100,0,50,7,451.399994,206.699997,13.691,13.333333,0,8262,0,255,0,0,0,0
351,170,685,0,18.82353,48.627453,88,-1.5625,-0.78125,49,59.607841,50.980392,16.078432,31.764706,18.82353,0,100,0,50,7,451.399994,206.699997,13.691,13.725491,0,8262,0,255,0,0,0,0
352,170,685,0,18.82353,48.627453,88,-1.5625,-0.78125,49,58.823528,51.372547,16.078432,31.764706,18.82353,0,100,0,50,7,451.700012,208.5,13.515,13.725491,0,8262,0,255,0,0,0,0
353,170,685,0,18.82353,48.627453,88,-1.5625,-0.78125,49,58.823528,51.372547,16.078432,31.764706,16.470589,0,100,0,50,7,451.700012,208.5,13.515,13.725491,0,8262,0,255,0,1.66666666666667,0,0
354,170,899,6,19.607843,41.960785,88,-1.5625,-4.6875,46,58.823528,51.372547,16.078432,31.764706,16.470589,0,100,0,50,-8,451.700012,208.5,13.515,13.725491,0,8262,0,255,0.909976804413352,0,208.29172650463,2.21266517032171
355,172,899,6,19.607843,41.960785,88,-1.5625,-4.6875,46,57.254902,51.372547,16.078432,31.764706,16.470589,0,100,0,50,-8,451.700012,208.5,13.515,16.078432,0,8262,0,255,0.909976804413352,0,208.29172650463,2.21266517032171
356,172,899,6,19.607843,41.960785,88,-1.5625,-4.6875,46,57.254902,53.725491,24.313726,40.392159,21.17647,0,100,4.313725,50,-8,452.100006,210.300003,13.691,16.078432,0,8262,0,255,0.909976804413352,0,208.29172650463,2.21266517032171
357,172,899,6,19.607843,27.058823,88,-1.5625,2.34375,46,57.254902,53.725491,24.313726,40.392159,21.17647,0,100,4.313725,50,-8,452.100006,210.300003,13.691,16.078432,0,8262,0,255,0.909976804413352,1.11111111111111,4327.18061539352,45.967269051177
358,173,1634.25,10,17.647058,27.058823,88,-1.5625,2.34375,23,57.254902,53.725491,24.313726,40.392159,21.17647,0,100,4.313725,50,22,452.100006,210.300003,13.691,16.078432,0,8262,0,255,1.51662800735559,0,352.305946780693,2.05875587685826
359,173,1634.25,10,17.647058,27.058823,88,-1.5625,2.34375,23,54.509804,53.725491,24.313726,40.392159,21.17647,0,100,4.313725,50,22,452.5,211.300003,13.691,12.941176,0,8262,0,255,1.51662800735559,0,352.305946780693,2.05875587685826
360,173,1634.25,10,17.647058,27.058823,88,-1.5625,2.34375,23,54.509804,54.509804,27.058823,43.137257,23.137255,0,100,1.960784,50,22,452.5,211.300003,13.71,12.941176,0,8262,0,255,1.51662800735559,0.833333333333333,5500.9170578918,32.1454844135639
361,173,1153,13,17.647058,70.980392,88,-4.6875,-2.34375,66,54.509804,54.509804,27.058823,43.137257,23.137255,0,100,1.960784,50,4,452.5,211.300003,13.71,12.941176,0,8262,0,255,1.97161640956226,0,465.220079467807,3.85329727573075
362,175,1153,13,21.17647,70.980392,88,-4.6875,-2.34375,66,54.509804,54.509804,27.058823,43.137257,23.137255,0,100,1.960784,50,4,452.5,211.300003,13.71,12.941176,0,8262,0,255,1.97161640956226,0,465.220079467807,3.85329727573075
363,175,1153,13,21.17647,70.980392,88,-4.6875,-2.34375,66,56.470589,48.627453,16.078432,43.137257,23.137255,0,100,0,50,4,453.399994,213.300003,13.691,12.941176,0,8262,0,255,1.97161640956226,0,465.220079467807,3.85329727573075
364,175,1153,13,21.17647,70.980392,88,-4.6875,-2.34375,66,56.470589,48.627453,16.078432,31.764706,16.862745,0,100,0,50,4,453.399994,213.300003,13.691,12.941176,0,8262,0,255,1.97161640956226,1.11111111111111,9389.47933872707,77.7706224499944
365,175,1222.5,17,20.392157,40.392159,88,-1.5625,0,42,56.470589,48.627453,16.078432,31.764706,16.862745,0,100,0,49,18,453.399994,213.300003,13.691,12.941176,0,8262,0,255,2.5782676125045,0,624.790127611669,4.88077359402162
366,177,1222.5,17,20.392157,40.392159,88,-1.5625,0,42,59.215687,48.627453,16.078432,31.764706,16.862745,0,100,0,49,18,453.399994,213.300003,13.691,14.90196,0,8262,0,255,2.5782676125045,0,624.790127611669,4.88077359402162
367,177,1222.5,17,20.392157,40.392159,88,-1.5625,0,42,59.215687,52.941177,23.137255,38.823528,20.392157,0,100,3.529412,49,18,454.5,215.600006,13.691,14.90196,0,8262,0,255,2.5782676125045,0,624.790127611669,4.88077359402162
368,177,1222.5,17,20.392157,31.372549,88,-1.5625,1.5625,42,59.215687,52.941177,23.137255,38.823528,20.392157,0,100,3.529412,49,18,454.5,215.600006,13.691,14.90196,0,8262,0,255,2.5782676125045,0.555555555555555,6459.88272020426,50.4637055034361
369,179,1425.75,19,17.254902,31.372549,88,0,1.5625,25,59.215687,52.941177,23.137255,38.823528,20.392157,0,100,3.529412,49,21,454.5,215.600006,13.691,14.90196,0,8262,0,255,2.88159321397562,0,709.309534078147,4.7511176927556
370,179,1425.75,19,17.254902,31.372549,88,0,1.5625,25,56.862743,52.941177,23.137255,38.823528,20.392157,0,100,3.529412,49,21,455.700012,217.899994,13.691,12.941176,0,8262,0,255,2.88159321397562,0,709.309534078147,4.7511176927556
371,179,1425.75,19,17.254902,31.372549,88,0,1.5625,25,56.862743,48.235294,16.078432,31.764706,16.470589,0,100,0,49,21,455.700012,217.899994,13.769,12.941176,0,8263,0,255,2.88159321397562,0.277777777777778,3970.09657111518,26.5926159944941
372,179,989.75,20,17.254902,36.470589,87,-1.5625,0,39,56.862743,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,455.700012,217.899994,13.769,12.941176,0,8263,0,255,3.03325601471117,0,752.921917995542,7.26486922642832
373,181,989.75,20,19.215687,36.470589,87,-1.5625,0,39,56.862743,48.235294,16.078432,31.764706,16.470589,0,100,0,50,0,455.700012,217.899994,13.769,12.941176,0,8263,0,255,3.03325601471117,0,752.921917995542,7.26486922642832
374,181,989.75,20,19.215687,36.470589,87,-1.5625,0,39,54.901962,51.372547,16.078432,31.764706,16.470589,0,100,0,50,0,456,218.899994,13.554,12.941176,0,8263,0,255,3.03325601471117,0,752.921917995542,7.26486922642832
375,181,989.75,20,19.215687,36.470589,87,-1.5625,0,39,54.901962,51.372547,16.078432,31.764706,18.82353,0,100,0,50,0,456,218.899994,13.554,12.941176,0,8263,0,255,3.03325601471117,-0.277777777777778,0,0
376,181,900,19,18.82353,39.607841,87,-1.5625,-0.78125,40,54.901962,51.372547,16.078432,31.764706,18.82353,0,100,0,50,3,456,218.899994,13.554,12.941176,0,8263,0,255,2.88159321397562,0,709.309534078147,7.52656227827367
377,182,900,19,18.82353,39.607841,87,-1.5625,-0.78125,40,63.92157,51.372547,16.078432,31.764706,18.82353,0,100,0,50,3,456,218.899994,13.554,14.509804,0,8263,0,255,2.88159321397562,0,709.309534078147,7.52656227827367
378,182,900,19,18.82353,39.607841,87,-1.5625,-0.78125,40,63.92157,58.039215,25.09804,40.784313,24.313726,0,100,5.490196,50,3,456.799988,221,13.496,14.509804,0,8263,0,255,2.88159321397562,0,709.309534078147,7.52656227827367
379,182,900,19,18.82353,79.607841,87,-1.5625,-0.78125,40,63.92157,58.039215,25.09804,40.784313,24.313726,0,100,5.490196,50,3,456.799988,221,13.496,14.509804,0,8263,0,255,2.88159321397562,0.277777777777778,3970.09657111518,42.1271358379444
380,184,1067.75,20,24.313726,79.607841,87,-5.46875,-1.5625,80,63.92157,58.039215,25.09804,40.784313,24.313726,0,100,5.490196,50,-4,456.799988,221,13.496,14.509804,0,8263,0,255,3.03325601471117,0,752.921917995542,6.73416466106994
381,184,1067.75,20,24.313726,79.607841,87,-5.46875,-1.5625,80,78.823532,58.039215,25.09804,40.784313,24.313726,0,100,5.490196,50,-4,459.700012,224.399994,13.496,17.254902,0,8263,0,255,3.03325601471117,0,752.921917995542,6.73416466106994
382,184,1067.75,20,24.313726,79.607841,87,-5.46875,-1.5625,80,78.823532,56.470589,23.921568,39.607841,23.137255,0,100,4.313725,50,-4,459.700012,224.399994,13.652,17.254902,0,8263,0,255,3.03325601471117,1.66666666666667,21347.36636244,190.931724431095
383,184,1323.25,26,24.313726,61.176472,87,-1.5625,-0.78125,61,78.823532,56.470589,23.921568,39.607841,23.137255,0,100,4.313725,50,14,459.700012,224.399994,13.652,17.254902,0,8263,0,255,3.94323281912453,0,1036.57728261746,7.48106030530641
384,186,1323.25,26,22.745098,61.176472,87,-1.5625,-0.78125,61,78.823532,56.470589,23.921568,39.607841,23.137255,0,100,4.313725,49,14,459.700012,224.399994,13.652,17.254902,0,8263,0,255,3.94323281912453,0,1036.57728261746,7.48106030530641
385,186,1323.25,26,22.745098,61.176472,87,-1.5625,-0.78125,61,66.274513,55.686275,23.921568,39.607841,23.137255,0,100,3.529412,49,14,464.399994,229.100006,13.691,17.647058,0,8263,0,255,3.94323281912453,0,1036.57728261746,7.48106030530641
386,186,1323.25,26,22.745098,61.176472,87,-1.5625,-0.78125,61,66.274513,55.686275,22.745098,38.823528,22.352942,0,100,3.529412,49,14,464.399994,229.100006,13.691,17.647058,0,8263,0,255,3.94323281912453,1.11111111111111,18885.095801136,136.295231362818
387,186,1480.25,30,21.568628,49.411766,87,-2.34375,-4.6875,47,66.274513,55.686275,22.745098,38.823528,22.352942,0,100,3.529412,48,19,464.399994,229.100006,13.691,17.647058,0,8263,0,255,4.54988402206676,0,1250.1579380787,8.06553508437874
388,188,1480.25,30,21.568628,49.411766,87,-2.34375,-4.6875,47,56.470589,55.686275,22.745098,38.823528,22.352942,0,100,3.529412,48,19,464.399994,229.100006,13.691,15.686275,0,8263,0,255,4.54988402206676,0,1250.1579380787,8.06553508437874
389,188,1480.25,30,21.568628,49.411766,87,-2.34375,-4.6875,47,56.470589,51.372547,16.078432,31.764706,18.82353,0,100,0,48,19,467.100006,231.799988,13.691,15.686275,0,8263,0,255,4.54988402206676,0,1250.1579380787,8.06553508437874
390,188,1480.25,30,21.568628,26.274509,87,-2.34375,-4.6875,47,56.470589,51.372547,16.078432,31.764706,18.82353,0,100,0,48,19,467.100006,231.799988,13.691,15.686275,0,8263,0,255,4.54988402206676,0.277777777777777,6398.7690491898,41.2823809625148
391,190,1474,31,20.392157,26.274509,87,-1.5625,3.125,27,56.470589,51.372547,16.078432,31.764706,18.82353,0,100,0,48,7,467.100006,231.799988,13.691,15.686275,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.46837230443212
392,190,1474,31,20.392157,26.274509,87,-1.5625,3.125,27,54.901962,51.372547,16.078432,31.764706,18.82353,0,100,0,48,7,471.399994,236.700012,13.691,14.90196,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.46837230443212
393,190,1474,31,20.392157,26.274509,87,-1.5625,3.125,27,54.901962,52.941177,20.392157,36.470589,20.392157,0,100,1.176471,48,7,471.399994,236.700012,13.691,14.90196,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.46837230443212
394,190,1500,31,20.392157,37.254902,87,-0.78125,3.90625,35,54.901962,52.941177,20.392157,36.470589,20.392157,0,100,1.176471,48,7,471.399994,236.700012,13.691,14.90196,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.32158718448863
395,192,1500,31,18.82353,37.254902,87,-0.78125,3.90625,35,54.901962,52.941177,20.392157,36.470589,20.392157,0,100,1.176471,49,24,471.399994,236.700012,13.691,14.90196,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.32158718448863
396,192,1500,31,18.82353,37.254902,87,-0.78125,3.90625,35,56.470589,51.372547,20.392157,36.470589,20.392157,0,100,0,49,24,474.799988,241.200012,13.75,12.941176,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.32158718448863
397,192,1500,31,18.82353,37.254902,87,-0.78125,3.90625,35,56.470589,51.372547,20.784313,36.862743,19.215687,0,100,0,49,24,474.799988,241.200012,13.75,12.941176,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.32158718448863
398,192,1489.75,31,18.82353,26.274509,87,0.78125,4.6875,25,56.470589,51.372547,20.784313,36.862743,19.215687,0,100,0,49,22,474.799988,241.200012,13.75,12.941176,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37884260898335
399,193,1489.75,31,18.82353,26.274509,87,0.78125,4.6875,25,60.392159,51.372547,20.784313,36.862743,19.215687,0,100,0,49,22,474.799988,241.200012,13.75,13.333333,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37884260898335
400,193,1489.75,31,18.82353,26.274509,87,0.78125,4.6875,25,60.392159,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,49,22,477.299988,245.200012,13.789,13.333333,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37884260898335
401,193,1489.75,31,18.82353,29.019608,87,0.78125,4.6875,25,60.392159,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,49,22,477.299988,245.200012,13.789,13.333333,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37884260898335
402,195,1491.25,31,19.215687,29.019608,86,0,-1.5625,28,60.392159,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,49,24,477.299988,245.200012,13.789,13.333333,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37041460300617
403,195,1491.25,31,19.215687,29.019608,86,0,-1.5625,28,49.411766,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,49,24,478.299988,245.200012,13.789,14.117647,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37041460300617
404,195,1491.25,31,19.215687,29.019608,86,0,-1.5625,28,49.411766,51.764706,21.17647,36.862743,19.215687,0,100,0.392157,49,24,478.299988,247.100006,13.769,14.117647,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.37041460300617
405,195,1510,31,19.215687,27.450981,86,0.78125,-2.34375,27,49.411766,51.764706,21.17647,36.862743,19.215687,0,100,0.392157,49,24,478.299988,247.100006,13.769,14.117647,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.26647733558474
406,197,1510,31,19.215687,27.450981,86,0.78125,-2.34375,27,49.411766,51.764706,21.17647,36.862743,19.215687,0,100,0.392157,49,24,478.299988,247.100006,13.769,14.117647,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.26647733558474
407,197,1510,31,19.215687,27.450981,86,0.78125,-2.34375,27,46.666668,51.764706,21.17647,36.862743,19.215687,0,100,0.392157,49,24,480,250.5,13.769,14.117647,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.26647733558474
408,197,1510,31,19.215687,27.450981,86,0.78125,-2.34375,27,46.666668,51.764706,21.17647,37.254902,19.215687,0,100,0.392157,49,24,480,250.5,13.769,14.117647,0,8263,0,255,4.70154682280232,0.277777777777779,6627.28706019699,41.914298956875
409,197,1496.75,32,19.607843,29.411764,86,0,1.5625,30,46.666668,51.764706,21.17647,37.254902,19.215687,0,100,0.392157,50,24,480,250.5,13.769,14.117647,0,8263,0,255,4.85320962353788,0,1365.45083010974,8.71224681980826
410,199,1496.75,32,19.607843,29.411764,86,0,1.5625,30,38.039215,51.764706,21.17647,37.254902,19.215687,0,100,0.392157,50,24,480,250.5,13.769,15.686275,0,8263,0,255,4.85320962353788,0,1365.45083010974,8.71224681980826
411,199,1496.75,32,19.607843,29.411764,86,0,1.5625,30,38.039215,52.156864,21.17647,37.254902,19.607843,0,100,0.392157,50,24,481.299988,253.700012,13.769,15.686275,0,8263,0,255,4.85320962353788,0,1365.45083010974,8.71224681980826
412,199,1496.75,32,19.607843,29.411764,86,0,1.5625,30,38.039215,52.156864,21.17647,37.254902,19.607843,0,100,0.392157,50,24,481.299988,253.700012,13.769,15.686275,0,8263,0,255,4.85320962353788,-0.277777777777779,0,0
413,201,1521.75,31,19.607843,29.019608,86,0,3.125,29,38.039215,52.156864,21.17647,37.254902,19.607843,0,100,0.392157,50,24,481.299988,253.700012,13.769,15.686275,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.20264877721896
414,201,1521.75,31,19.607843,29.019608,86,0,3.125,29,39.607841,52.156864,21.17647,37.254902,19.607843,0,100,0.392157,50,24,482.5,253.700012,13.769,15.294118,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.20264877721896
415,201,1521.75,31,19.607843,29.019608,86,0,3.125,29,39.607841,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,50,24,482.5,256.700012,13.769,15.294118,0,8263,0,255,4.70154682280232,0,1307.05557871549,8.20264877721896
416,201,1527.25,31,19.607843,30.196079,86,0,3.90625,31,39.607841,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,50,24,482.5,256.700012,13.769,15.294118,0,8263,0,255,4.70154682280232,0.277777777777779,6627.28706019699,41.4408848746972
417,202,1527.25,32,20.392157,30.196079,86,0,3.90625,31,39.607841,51.764706,21.17647,37.254902,19.607843,0,100,0.392157,50,25,482.5,256.700012,13.769,15.294118,0,8263,0,255,4.85320962353788,0,1365.45083010974,8.53825858736161
418,202,1527.25,32,20.392157,30.196079,86,0,3.90625,31,43.92157,51.764706,21.17647,37.254902,19.607843,0,100,3.529412,50,25,483,258.200012,13.671,17.647058,0,8263,0,255,4.85320962353788,0,1365.45083010974,8.53825858736161
419,202,1527.25,32,20.392157,30.196079,86,0,3.90625,31,43.92157,56.470589,23.921568,40,23.921568,0,100,3.529412,50,25,483,258.200012,13.671,17.647058,0,8263,0,255,4.85320962353788,-0.277777777777779,0,0
420,202,1633.5,31,23.921568,65.490196,86,-3.125,-2.34375,63,43.92157,56.470589,23.921568,40,23.921568,0,100,3.529412,49,17,483,258.200012,13.671,17.647058,0,8263,0,255,4.70154682280232,0,1307.05557871549,7.64149420063235
421,204,1633.5,31,23.921568,65.490196,86,-3.125,-2.34375,63,51.372547,56.470589,23.921568,40,23.921568,0,100,3.529412,49,17,483,258.200012,13.671,23.529411,0,8263,0,255,4.70154682280232,0,1307.05557871549,7.64149420063235
422,204,1633.5,31,23.921568,65.490196,86,-3.125,-2.34375,63,51.372547,75.294121,37.254902,53.333332,40.392159,0,100,18.431372,49,17,485.599976,262.100006,13.691,23.529411,0,8263,0,255,4.70154682280232,0,1307.05557871549,7.64149420063235
423,204,1633.5,31,23.921568,65.490196,86,-3.125,-2.34375,63,51.372547,75.294121,37.254902,53.333332,40.392159,0,100,18.431372,49,17,485.599976,262.100006,13.691,23.529411,0,8263,0,255,4.70154682280232,2.22222222222222,43868.9074305674,256.472645216969
424,206,2000.75,39,40.784313,96.470589,86,-5.46875,-0.78125,96,51.372547,75.294121,37.254902,53.333332,40.392159,0,100,18.431372,48,6,485.599976,262.100006,13.691,23.529411,0,8263,0,255,5.91484922868679,0,1820.20873313079,8.6882386112203
425,206,2000.75,39,40.784313,96.470589,86,-5.46875,-0.78125,96,58.431374,75.294121,37.254902,53.333332,40.392159,0,101,18.431372,48,6,495.599976,262.100006,13.691,16.078432,0,8263,0,255,5.91484922868679,0,1820.20873313079,8.6882386112203
426,206,2000.75,39,40.784313,96.470589,86,-5.46875,-0.78125,96,58.431374,65.490196,29.411764,44.705883,26.666666,0,101,12.156863,48,6,495.599976,271.700012,13.691,16.078432,0,8263,0,255,5.91484922868679,0,1820.20873313079,8.6882386112203
427,206,2000.75,39,40.784313,19.607843,86,-1.5625,1.5625,20,58.431374,65.490196,29.411764,44.705883,26.666666,0,101,12.156863,48,6,495.599976,271.700012,13.691,16.078432,0,8263,0,255,5.91484922868679,2.5,62058.9587331308,296.220445283718
428,208,2269.5,48,18.82353,19.607843,86,-1.5625,1.5625,20,58.431374,65.490196,29.411764,44.705883,26.666666,0,101,12.156863,47,14,495.599976,271.700012,13.691,16.078432,0,8263,0,255,7.27981443530682,0,2542.87089537037,10.7003379822811
429,208,2269.5,48,18.82353,19.607843,86,-1.5625,1.5625,20,49.019608,65.490196,29.411764,44.705883,26.666666,0,102,12.156863,47,14,503.200012,281.600006,13.691,12.941176,0,8263,0,255,7.27981443530682,0,2542.87089537037,10.7003379822811
430,208,2269.5,48,18.82353,19.607843,86,-1.5625,1.5625,20,49.019608,51.372547,16.078432,32.941177,19.215687,0,102,0,47,14,503.200012,281.600006,13.691,12.941176,0,8263,0,255,7.27981443530682,-1.11111111111111,0,0
431,208,2012.5,44,19.215687,28.627451,86,-1.5625,0,23,49.019608,51.372547,16.078432,32.941177,19.215687,0,102,0,48,21,503.200012,281.600006,13.691,12.941176,0,8263,0,255,6.67316323236458,0,2200.59233481653,10.4425623838499
432,210,2012.5,44,19.215687,28.627451,86,-1.5625,0,23,61.176472,51.372547,16.078432,32.941177,19.215687,0,102,0,48,21,503.200012,281.600006,13.691,0,0,8263,0,255,6.67316323236458,0,2200.59233481653,10.4425623838499
433,210,2012.5,44,19.215687,28.627451,86,-1.5625,0,23,61.176472,51.372547,16.078432,31.764706,19.215687,0,102,0,48,21,505.299988,285.899994,13.71,0,0,8263,0,255,6.67316323236458,0,2200.59233481653,10.4425623838499
